PFC,100000048689195,Unknown
PFC,100000048798127,Unknown
PFC,100000048986861,Unknown
PFC,100000048675416,Unknown
PFC,100000048618957,Unknown
PFC,100000048502985,Unknown
PFC,100000048624140,Unknown
PFC,100000048574564,Unknown
PFC,100000048986904,Unknown
PFC,100000048818607,Unknown
PFC,100000048706102,Unknown
PFC,100000048666556,Unknown
PFC,100000048875210,Unknown
PFC,100000048891181,Unknown
PFC,100000048945734,Unknown
PFC,100000048755108,Unknown
PFC,100000048947298,Unknown
PFC,100000048831762,Unknown
PFC,100000048719103,Unknown
PFC,100000048755453,Unknown
PFC,100000048482653,Unknown
PFC,100000048861850,Unknown
PFC,100000048746770,Unknown
PFC,100000048965305,Unknown
PFC,100000048646328,Unknown
PFC,100000048738895,Unknown
PFC,100000048651677,Unknown
PFC,100000048640289,Unknown
PFC,100000048821024,Unknown
PFC,100000048553187,Unknown
PFC,100000048649751,Unknown
PFC,100000048881462,Unknown
PFC,100000048991199,Unknown
PFC,100000048522245,Unknown
PFC,100000048975623,Unknown
PFC,100000048639670,Unknown
PFC,100000048749376,Unknown
PFC,100000048900347,Unknown
PFC,100000048911007,Unknown
PFC,100000048971454,Unknown
PFC,100000048538673,Unknown
PFC,100000049132301,Unknown
PFC,100000048589732,Unknown
PFC,100000048984839,Unknown
PFC,100000048489558,Unknown
PFC,100000048569183,Unknown
PFC,100000048851841,Unknown
PFC,100000049043803,Unknown
PFC,100000048673300,Unknown
PFC,100000048799238,Unknown
PFC,100000048490836,Unknown
PFC,100000048761717,Unknown
PFC,100000049125162,Unknown
PFC,100000048488541,Unknown
PFC,100000048808343,Unknown
PFC,100000048567859,Unknown
PFC,100000048629053,Unknown
PFC,100000049011321,Unknown
PFC,100000048528498,Unknown
PFC,100000048546784,Unknown
PFC,100000049051980,Unknown
PFC,100000049003421,Unknown
PFC,100000048643964,Unknown
PFC,100000049054063,Unknown
PFC,100000048983210,Unknown
PFC,100000048590676,Unknown
PFC,100000048976531,Unknown
PFC,100000049072562,Unknown
PFC,100000048916462,Unknown
PFC,100000048865395,Unknown
PFC,100000048908791,Unknown
PFC,100000049062087,Unknown
PFC,100000048762813,Unknown
PFC,100000048927058,Unknown
PFC,100000049156962,Unknown
PFC,100000049189236,Unknown
PFC,100000049161076,Unknown
PFC,100000049352375,Unknown
PFC,100000049334544,Unknown
PFC,100000049276892,Unknown
PFC,100000049266850,Unknown
PFC,100000049312288,Unknown
PFC,100000049271564,Unknown
PFC,100000049112966,Unknown
PFC,100000049252195,Unknown
PFC,100000049332960,Unknown
PFC,100000049294774,Unknown
PFC,100000049276364,Unknown
PFC,100000049254263,Unknown
PFC,100000049088407,Unknown
PFC,100000049057828,Unknown
PFC,100000049046080,Unknown
PFC,100000049074244,Unknown
PFC,100000049226783,Unknown
PFC,100000049278627,Unknown
PFC,100000049345739,Unknown
PFC,100000049099194,Unknown
PFC,100000049295220,Unknown
PFC,100000049184490,Unknown
PFC,100000049140382,Unknown
PFC,100000049191884,Unknown
PFC,100000049131093,Unknown
PFC,100000049149765,Unknown
PFC,100000049165571,Unknown
PFC,100000049053140,Unknown
PFC,100000049148363,Unknown
PFC,100000049071720,Unknown
PFC,100000049165463,Unknown
PFC,100000049252742,Unknown
PFC,100000048444271,Unknown
PFC,100000048729812,Unknown
PFC,100000048618591,Unknown
PFC,100000048630828,Unknown
PFC,100000048660441,Unknown
PFC,100000048538038,Unknown
PFC,100000048722186,Unknown
PFC,100000048408454,Unknown
PFC,100000048588486,Unknown
PFC,100000048525836,Unknown
PFC,100000048635114,Unknown
PFC,100000048589471,Unknown
PFC,100000048696897,Unknown
PFC,100000048574661,Unknown
PFC,100000049662204,Unknown
PFC,100000049379391,Unknown
PFC,100000049672172,Unknown
PFC,100000049964692,Unknown
PFC,100000049934290,Unknown
PFC,100000049659575,Unknown
PFC,100000049665648,Unknown
PFC,100000049581664,Unknown
PFC,100000049587311,Unknown
PFC,100000049697883,Unknown
PFC,100000049709037,Unknown
PFC,100000049782221,Unknown
PFC,100000049453902,Unknown
PFC,100000049634119,Unknown
PFC,100000049933195,Unknown
PFC,100000049714203,Unknown
PFC,100000049988511,Unknown
PFC,100000049688996,Unknown
PFC,100000049580179,Unknown
PFC,100000049769024,Unknown
PFC,100000049715363,Unknown
PFC,100000049539833,Unknown
PFC,100000049555226,Unknown
PFC,100000049897173,Unknown
PFC,100000049483751,Unknown
PFC,100000049798641,Unknown
PFC,100000049618546,Unknown
PFC,100000049526731,Unknown
PFC,100000049387992,Unknown
PFC,100000049970937,Unknown
PFC,100000049826289,Unknown
PFC,100000049494258,Unknown
PFC,100000049625096,Unknown
PFC,100000049736203,Unknown
PFC,100000049675436,Unknown
PFC,100000049575877,Unknown
PFC,100000049893556,Unknown
PFC,100000049846898,Unknown
PFC,100000049906397,Unknown
PFC,100000049365913,Unknown
PFC,100000049379542,Unknown
PFC,100000048674095,Unknown
PFC,100000048817330,Unknown
PFC,100000048506146,Unknown
PFC,100000048763171,Unknown
PFC,100000048800021,Unknown
PFC,100000048507929,Unknown
PFC,100000048906752,Unknown
PFC,100000048965043,Unknown
PFC,100000048629679,Unknown
PFC,100000048604000,Unknown
PFC,100000048886917,Unknown
PFC,100000048584644,Unknown
PFC,100000048513143,Unknown
PFC,100000048971343,Unknown
PFC,100000048609260,Unknown
PFC,100000048754593,Unknown
PFC,100000048683328,Unknown
PFC,100000048919747,Unknown
PFC,100000048560449,Unknown
PFC,100000048535512,Unknown
PFC,100000048765865,Unknown
PFC,100000048497637,Unknown
PFC,100000048911111,Unknown
PFC,100000048813190,Unknown
PFC,100000048628502,Unknown
PFC,100000048734295,Unknown
PFC,100000048838160,Unknown
PFC,100000048484538,Unknown
PFC,100000048824983,Unknown
PFC,100000048921870,Unknown
PFC,100000048513885,Unknown
PFC,100000048566120,Unknown
PFC,100000048964061,Unknown
PFC,100000048783896,Unknown
PFC,100000048845153,Unknown
PFC,100000048694796,Unknown
PFC,100000048553888,Unknown
PFC,100000048851255,Unknown
PFC,100000048512020,Unknown
PFC,100000048721725,Unknown
PFC,100000048532573,Unknown
PFC,100000049069394,Unknown
PFC,100000048990003,Unknown
PFC,100000049029019,Unknown
PFC,100000048898632,Unknown
PFC,100000048765384,Unknown
PFC,100000049120035,Unknown
PFC,100000049133977,Unknown
PFC,100000048915292,Unknown
PFC,100000048612468,Unknown
PFC,100000048739154,Unknown
PFC,100000048791052,Unknown
PFC,100000048862244,Unknown
PFC,100000048985394,Unknown
PFC,100000048845155,Unknown
PFC,100000048546466,Unknown
PFC,100000048937257,Unknown
PFC,100000048645061,Unknown
PFC,100000048775128,Unknown
PFC,100000048682650,Unknown
PFC,100000048763837,Unknown
PFC,100000049106412,Unknown
PFC,100000048610436,Unknown
PFC,100000049113325,Unknown
PFC,100000048913100,Unknown
PFC,100000048515532,Unknown
PFC,100000048558584,Unknown
PFC,100000048536651,Unknown
PFC,100000048748795,Unknown
PFC,100000048666963,Unknown
PFC,100000048927283,Unknown
PFC,100000048909907,Unknown
PFC,100000048641858,Unknown
PFC,100000048896456,Unknown
PFC,100000049226780,Unknown
PFC,100000049343745,Unknown
PFC,100000049280264,Unknown
PFC,100000049346758,Unknown
PFC,100000049251191,Unknown
PFC,100000049220953,Unknown
PFC,100000049314928,Unknown
PFC,100000049284876,Unknown
PFC,100000049264869,Unknown
PFC,100000049024954,Unknown
PFC,100000049219530,Unknown
PFC,100000049300157,Unknown
PFC,100000049256098,Unknown
PFC,100000049249658,Unknown
PFC,100000049203075,Unknown
PFC,100000049314724,Unknown
PFC,100000049082550,Unknown
PFC,100000049077417,Unknown
PFC,100000049108727,Unknown
PFC,100000049334834,Unknown
PFC,100000049255098,Unknown
PFC,100000049270201,Unknown
PFC,100000049259636,Unknown
PFC,100000049266318,Unknown
PFC,100000049024706,Unknown
PFC,100000049148727,Unknown
PFC,100000049200260,Unknown
PFC,100000049055154,Unknown
PFC,100000049084325,Unknown
PFC,100000049050042,Unknown
PFC,100000049193203,Unknown
PFC,100000049166772,Unknown
PFC,100000049160763,Unknown
PFC,100000049211931,Unknown
PFC,100000049335524,Unknown
PFC,100000049269729,Unknown
PFC,100000049282514,Unknown
PFC,100000049286115,Unknown
PFC,100000049278127,Unknown
PFC,100000048609181,Unknown
PFC,100000048416446,Unknown
PFC,100000048508024,Unknown
PFC,100000048749445,Unknown
PFC,100000048500347,Unknown
PFC,100000048733837,Unknown
PFC,100000048572500,Unknown
PFC,100000049655633,Unknown
PFC,100000049356896,Unknown
PFC,100000049515133,Unknown
PFC,100000049570796,Unknown
PFC,100000049901617,Unknown
PFC,100000049736401,Unknown
PFC,100000049720812,Unknown
PFC,100000049472729,Unknown
PFC,100000049891421,Unknown
PFC,100000049568680,Unknown
PFC,100000049821175,Unknown
PFC,100000049840057,Unknown
PFC,100000049507082,Unknown
PFC,100000049493678,Unknown
PFC,100000049365992,Unknown
PFC,100000049664266,Unknown
PFC,100000049364472,Unknown
PFC,100000049622217,Unknown
PFC,100000049876741,Unknown
PFC,100000049760241,Unknown
PFC,100000049726050,Unknown
PFC,100000049483032,Unknown
PFC,100000049590533,Unknown
PFC,100000049668419,Unknown
PFC,100000049601897,Unknown
PFC,100000049488857,Unknown
PFC,100000049607145,Unknown
PFC,100000049672341,Unknown
PFC,100000049577128,Unknown
PFC,100000049535477,Unknown
PFC,100000049835075,Unknown
PFC,100000049364385,Unknown
PFC,100000049975759,Unknown
PFC,100000049855159,Unknown
PFC,100000049622918,Unknown
