PFC	100000049993172	Sale
PFC	100000049992462	No
PFC	100000049990981	No
PFC	100000049990801	No
PFC	100000049990312	No
PFC	100000049988511	No
PFC	100000049986988	No
PFC	100000049986331	No
PFC	100000049986006	No
PFC	100000049976078	No
PFC	100000049975790	No
PFC	100000049975759	Sale
PFC	100000049975717	No
PFC	100000049975454	No
PFC	100000049974276	Sale
PFC	100000049973991	No
PFC	100000049971059	No
PFC	100000049970937	No
PFC	100000049970265	No
PFC	100000049965262	No
PFC	100000049964820	No
PFC	100000049964733	No
PFC	100000049964692	No
PFC	100000049963194	No
PFC	100000049962769	No
PFC	100000049957527	No
PFC	100000049954136	No
PFC	100000049953121	No
PFC	100000049952640	No
PFC	100000049952423	No
PFC	100000049944778	No
PFC	100000049942314	Sale
PFC	100000049942141	No
PFC	100000049941708	No
PFC	100000049939199	No
PFC	100000049938222	Sale
PFC	100000049937941	Sale
PFC	100000049936058	No
PFC	100000049935971	Sale
PFC	100000049934290	No
PFC	100000049933195	No
PFC	100000049929396	No
PFC	100000049929274	No
PFC	100000049928394	No
PFC	100000049925963	No
PFC	100000049925693	No
PFC	100000049924478	No
PFC	100000049923876	No
PFC	100000049923142	No
PFC	100000049919900	No
PFC	100000049916238	No
PFC	100000049910437	No
PFC	100000049908547	No
PFC	100000049907994	No
PFC	100000049906397	No
PFC	100000049904203	No
PFC	100000049901617	No
PFC	100000049899641	No
PFC	100000049898410	No
PFC	100000049897173	Sale
PFC	100000049894752	No
PFC	100000049893833	No
PFC	100000049893556	No
PFC	100000049893179	No
PFC	100000049893125	No
PFC	100000049891951	No
PFC	100000049891421	No
PFC	100000049891052	No
PFC	100000049890718	No
PFC	100000049886001	No
PFC	100000049883533	No
PFC	100000049880696	No
PFC	100000049879660	No
PFC	100000049876741	No
PFC	100000049872880	No
PFC	100000049869734	Sale
PFC	100000049866847	No
PFC	100000049866689	Sale
PFC	100000049866268	No
PFC	100000049862691	No
PFC	100000049862587	No
PFC	100000049861087	No
PFC	100000049860873	No
PFC	100000049860105	No
PFC	100000049855159	No
PFC	100000049853316	Sale
PFC	100000049851711	No
PFC	100000049848739	No
PFC	100000049846898	No
PFC	100000049840386	No
PFC	100000049840057	No
PFC	100000049839458	No
PFC	100000049835075	No
PFC	100000049831253	No
PFC	100000049828815	No
PFC	100000049826289	No
PFC	100000049822416	No
PFC	100000049821175	No
PFC	100000049820555	No
PFC	100000049820000	No
PFC	100000049819352	No
PFC	100000049817891	No
PFC	100000049815390	No
PFC	100000049814842	Sale
PFC	100000049814705	No
PFC	100000049812257	No
PFC	100000049805154	No
PFC	100000049803444	No
PFC	100000049801469	No
PFC	100000049800089	No
PFC	100000049798641	No
PFC	100000049789908	No
PFC	100000049785344	No
PFC	100000049782221	No
PFC	100000049778869	Sale
PFC	100000049773574	No
PFC	100000049771106	No
PFC	100000049769024	Sale
PFC	100000049768156	No
PFC	100000049766055	No
PFC	100000049764663	Sale
PFC	100000049760241	No
PFC	100000049756290	No
PFC	100000049755201	No
PFC	100000049754778	No
PFC	100000049754422	No
PFC	100000049749051	No
PFC	100000049742183	No
PFC	100000049737439	No
PFC	100000049736401	No
PFC	100000049736203	No
PFC	100000049735630	Sale
PFC	100000049735612	Sale
PFC	100000049732191	Sale
PFC	100000049731849	Sale
PFC	100000049731470	No
PFC	100000049726707	No
PFC	100000049726050	No
PFC	100000049723494	No
PFC	100000049722023	No
PFC	100000049720812	No
PFC	100000049716068	Sale
PFC	100000049715363	No
PFC	100000049714203	No
PFC	100000049709037	No
PFC	100000049702311	No
PFC	100000049698962	Sale
PFC	100000049697883	No
PFC	100000049691270	No
PFC	100000049690701	No
PFC	100000049690394	No
PFC	100000049689647	No
PFC	100000049689211	No
PFC	100000049688996	No
PFC	100000049685605	No
PFC	100000049684997	No
PFC	100000049682829	No
PFC	100000049677257	No
PFC	100000049675589	No
PFC	100000049675436	No
PFC	100000049673462	No
PFC	100000049672341	No
PFC	100000049672172	No
PFC	100000049671956	No
PFC	100000049669054	No
PFC	100000049668540	No
PFC	100000049668419	No
PFC	100000049667000	No
PFC	100000049665648	No
PFC	100000049664266	No
PFC	100000049662474	Sale
PFC	100000049662204	No
PFC	100000049659575	No
PFC	100000049658616	No
PFC	100000049656022	No
PFC	100000049655633	No
PFC	100000049644639	Sale
PFC	100000049639616	No
PFC	100000049634119	No
PFC	100000049630455	Sale
PFC	100000049630361	No
PFC	100000049626519	No
PFC	100000049625096	No
PFC	100000049622918	Sale
PFC	100000049622853	No
PFC	100000049622217	Sale
PFC	100000049619747	No
PFC	100000049618546	No
PFC	100000049617878	No
PFC	100000049607145	No
PFC	100000049605836	Sale
PFC	100000049601897	No
PFC	100000049601172	No
PFC	100000049601016	No
PFC	100000049595165	Sale
PFC	100000049594551	No
PFC	100000049593776	Sale
PFC	100000049590533	No
PFC	100000049589963	No
PFC	100000049587311	No
PFC	100000049584032	No
PFC	100000049584018	No
PFC	100000049584005	No
PFC	100000049582750	Sale
PFC	100000049581664	No
PFC	100000049580179	No
PFC	100000049579956	Sale
PFC	100000049577128	Sale
PFC	100000049575877	No
PFC	100000049573236	Sale
PFC	100000049572932	No
PFC	100000049570796	No
PFC	100000049568680	No
PFC	100000049562173	No
PFC	100000049561716	No
PFC	100000049558481	No
PFC	100000049556372	No
PFC	100000049555226	No
PFC	100000049554957	No
PFC	100000049552447	No
PFC	100000049547563	No
PFC	100000049546579	No
PFC	100000049545806	No
PFC	100000049543986	No
PFC	100000049543225	No
PFC	100000049539841	Sale
PFC	100000049539833	No
PFC	100000049538575	No
PFC	100000049535477	No
PFC	100000049535081	Sale
PFC	100000049534219	No
PFC	100000049532480	No
PFC	100000049526731	Sale
PFC	100000049524287	No
PFC	100000049522523	No
PFC	100000049521756	Sale
PFC	100000049516691	No
PFC	100000049516669	No
PFC	100000049516657	No
PFC	100000049515133	No
PFC	100000049512566	No
PFC	100000049512518	No
PFC	100000049512351	No
PFC	100000049507218	No
PFC	100000049507082	No
PFC	100000049502083	No
PFC	100000049499679	No
PFC	100000049497656	No
PFC	100000049494258	No
PFC	100000049493678	No
PFC	100000049488857	No
PFC	100000049487532	No
PFC	100000049486490	No
PFC	100000049485578	No
PFC	100000049483751	Sale
PFC	100000049483032	No
PFC	100000049479662	No
PFC	100000049478290	No
PFC	100000049472729	No
PFC	100000049472356	No
PFC	100000049471595	No
PFC	100000049469355	No
PFC	100000049468654	No
PFC	100000049467778	No
PFC	100000049467478	No
PFC	100000049463898	Sale
PFC	100000049463683	No
PFC	100000049463645	No
PFC	100000049461005	No
PFC	100000049460709	No
PFC	100000049456419	No
PFC	100000049453995	No
PFC	100000049453902	No
PFC	100000049449035	No
PFC	100000049448591	Sale
PFC	100000049447424	No
PFC	100000049443470	No
PFC	100000049441313	No
PFC	100000049440968	No
PFC	100000049434551	No
PFC	100000049429490	No
PFC	100000049429311	No
PFC	100000049427993	No
PFC	100000049425959	No
PFC	100000049423773	No
PFC	100000049420029	No
PFC	100000049418507	No
PFC	100000049416787	No
PFC	100000049416335	No
PFC	100000049415866	No
PFC	100000049414674	No
PFC	100000049413527	Sale
PFC	100000049407822	No
PFC	100000049407148	No
PFC	100000049404885	No
PFC	100000049401844	Sale
PFC	100000049400926	No
PFC	100000049400405	No
PFC	100000049400403	No
PFC	100000049399581	No
PFC	100000049399399	No
PFC	100000049398706	No
PFC	100000049397863	Sale
PFC	100000049396993	No
PFC	100000049396805	No
PFC	100000049396437	No
PFC	100000049395629	No
PFC	100000049393815	Sale
PFC	100000049393002	No
PFC	100000049389164	No
PFC	100000049387992	No
PFC	100000049383963	No
PFC	100000049382572	No
PFC	100000049382310	No
PFC	100000049381547	No
PFC	100000049379542	No
PFC	100000049379464	No
PFC	100000049379391	No
PFC	100000049377378	No
PFC	100000049373057	Sale
PFC	100000049371851	No
PFC	100000049369453	No
PFC	100000049366992	No
PFC	100000049366770	No
PFC	100000049366390	No
PFC	100000049366033	No
PFC	100000049365992	No
PFC	100000049365913	No
PFC	100000049365640	No
PFC	100000049364472	No
PFC	100000049364385	No
PFC	100000049361692	No
PFC	100000049361103	No
PFC	100000049360432	Sale
PFC	100000049359130	No
PFC	100000049357661	No
PFC	100000049356896	No
PFC	100000049353732	No
PFC	100000049352375	No
PFC	100000049351102	No
PFC	100000049350709	No
PFC	100000049350449	No
PFC	100000049346758	No
PFC	100000049346242	No
PFC	100000049345739	No
PFC	100000049343745	No
PFC	100000049343710	No
PFC	100000049342793	No
PFC	100000049342426	No
PFC	100000049341660	No
PFC	100000049341048	No
PFC	100000049340501	No
PFC	100000049339615	No
PFC	100000049339499	No
PFC	100000049339428	No
PFC	100000049338689	No
PFC	100000049338082	No
PFC	100000049335524	No
PFC	100000049335340	No
PFC	100000049335173	No
PFC	100000049334834	No
PFC	100000049334632	No
PFC	100000049334544	No
PFC	100000049332960	No
PFC	100000049332202	No
PFC	100000049330408	No
PFC	100000049328739	No
PFC	100000049328618	No
PFC	100000049328532	No
PFC	100000049324336	No
PFC	100000049323282	No
PFC	100000049320593	No
PFC	100000049319418	No
PFC	100000049316604	No
PFC	100000049316103	No
PFC	100000049316070	Sale
PFC	100000049315259	No
PFC	100000049314930	No
PFC	100000049314928	No
PFC	100000049314724	No
PFC	100000049314535	No
PFC	100000049312598	No
PFC	100000049312523	No
PFC	100000049312288	No
PFC	100000049311763	No
PFC	100000049308888	No
PFC	100000049308596	No
PFC	100000049308540	No
PFC	100000049304447	No
PFC	100000049304354	Sale
PFC	100000049303681	No
PFC	100000049303479	No
PFC	100000049300157	No
PFC	100000049299853	No
PFC	100000049295220	No
PFC	100000049294774	No
PFC	100000049294113	No
PFC	100000049292988	No
PFC	100000049291933	No
PFC	100000049286823	No
PFC	100000049286115	No
PFC	100000049285789	No
PFC	100000049284876	No
PFC	100000049283185	No
PFC	100000049282514	No
PFC	100000049282346	No
PFC	100000049281629	No
PFC	100000049281454	No
PFC	100000049280264	No
PFC	100000049278627	Sale
PFC	100000049278520	No
PFC	100000049278127	No
PFC	100000049277657	No
PFC	100000049277201	No
PFC	100000049276892	No
PFC	100000049276391	No
PFC	100000049276364	No
PFC	100000049273435	No
PFC	100000049271978	No
PFC	100000049271564	No
PFC	100000049270225	No
PFC	100000049270201	No
PFC	100000049269729	No
PFC	100000049269679	No
PFC	100000049268825	No
PFC	100000049267411	Sale
PFC	100000049266850	No
PFC	100000049266318	Sale
PFC	100000049264869	No
PFC	100000049262554	No
PFC	100000049261170	No
PFC	100000049259636	No
PFC	100000049259406	No
PFC	100000049256098	No
PFC	100000049255756	No
PFC	100000049255098	No
PFC	100000049254948	No
PFC	100000049254263	No
PFC	100000049253977	No
PFC	100000049253476	No
PFC	100000049253194	No
PFC	100000049252742	No
PFC	100000049252195	No
PFC	100000049252106	No
PFC	100000049251690	No
PFC	100000049251365	Sale
PFC	100000049251265	No
PFC	100000049251191	No
PFC	100000049250579	No
PFC	100000049250308	No
PFC	100000049249658	No
PFC	100000049247642	No
PFC	100000049247363	No
PFC	100000049247169	No
PFC	100000049246539	No
PFC	100000049244528	No
PFC	100000049242780	No
PFC	100000049242129	No
PFC	100000049240433	No
PFC	100000049236803	No
PFC	100000049236555	No
PFC	100000049231290	No
PFC	100000049231265	No
PFC	100000049230067	Sale
PFC	100000049229544	No
PFC	100000049227417	No
PFC	100000049226783	No
PFC	100000049226780	No
PFC	100000049226684	No
PFC	100000049226306	Sale
PFC	100000049224867	No
PFC	100000049224768	No
PFC	100000049224650	No
PFC	100000049224557	No
PFC	100000049223778	No
PFC	100000049223763	No
PFC	100000049222260	No
PFC	100000049221833	No
PFC	100000049221640	No
PFC	100000049220953	Sale
PFC	100000049219530	No
PFC	100000049219339	No
PFC	100000049219009	No
PFC	100000049213728	No
